free	gratis
-en	meng- -kan
survey	tatap
zongzi	bacang
diocese	keuskupan
spectacles	kacamata
spectacles	cermin mata
bespectacled	berkacamata
mobile phone	ponsel
unsaturated hydrocarbon	-ena
belt	sabuk
discard	sampah
person	penyampah
something become rubbish	menyampah
sodium hydroxide	natrium hidroksida
student	pelajar
pollution	pencemaran
capitalist	cukong
bikin bodoh	mecin
rickshaw	langcia
rickshaw	langca
pinworm	kermi
clear	jelas
various	aneka
beef flank	sancan
pork belly	samcan
lunar calendar	imlek
laborer	romusa
clutch	kopling
professor	guru besar
subscription	abonemen
step forward	tampil
study	telaah
extrajudicial official executioner	petrus
apply	memerban
student	peserta didik
higher education	sekolah tinggi
sue	penuntut
sue	tuntut
high school	sekolah menengah
senior high school	sekolah menengah atas
junior high school	sekolah menengah pertama
senior high school	sekolah menengah kejuruan
senior high school	sekolah menengah umum
firstborn	sulung
good manner	adab
king	syah
punishment	setrap
inheritor	waris
thermoset	termoset
eel	belut
radio broadcaster	angkasawan
astronaut	antariksawan
bishop	uskup
child	bocah
deva	batara
beggar	pengemis
believe	percaya
square	persegi
storm	prahara
surveillance	penjagaan
authoritarian	otoriter
attack	anfal
breath	adempauze
suspend	menskors
decency	fatsun
adjustment	inpassing
spare part	onderdil
practice run	inrijden
strawberry	stroberi
switch	sakelar
applied sciences	politeknik
laboratory school	sekolah laboratorium
elementary school	sekolah dasar
elementary school	sekolah rakyat
school year	tahun ajaran
Christian	Nasrani
imamate	imamah
in charge	mengepalai
complete	purna-
after	pasca-
Pascha	Paskah
bigger	membesar
bigger	membesarkan
exaggerate	membesar-besarkan
bigness	kebesaran
intelligent	akil
imperishable	akcaya
bhikkhu	biksu
building	gerha
eclipse	gerhana
eclipse	eklips
star	kartika
semester hours	insinyur
great	maha-
monkey	wanara
solid	padu
four eyes	empat mata
four-way intersection	perempatan
intersection	persimpangan
eye	netra
blind	tunanetra
free	awa-
anonymous	awanama
toxicity	awaracun
membership	kewargaan
citizen	warga negara
body part	anggota
at once	sekaligus
hope	harapan
bedcover	seprai
zone	mintakat
enter	memasuki
enter into	memasukkan
reasonable	masuk akal
crime scene	tempat kejadian perkara
residential institution	panti asuhan
father	abulhayat
path	jalan pintas
database	basis data
radish	lobak
reading material	bacaan
type	macam
ceremony	abiseka
moksha	moksa
school	pasraman
fast	upawasa
sun	surya
trump	truf
firework	kembang api
spark	bunga api
practical	fikli
odorless	awabau
foamless	awabusa
containing mineral	awamineral
self-	swa-
blunt	tumpul
outer space	antariksa
great	adi-
corruption	rasuah
prefix	awalan
suffix	akhiran
baseword	kata dasar
improve	membaik
improvement	baikan
goodness	kebaikan
on the contrary	sebaliknya
compatriot	kompatriot
powerful	adikara
posthumous	anumerta
teaching	sasana
should	sebaiknya
while	sambil
avoid	menghindari
next to	di samping
behind	di belakang
bed	tempat tidur
ku	bahasa baku
back	punggung
wrist	pergelangan tangan
ankle	pergelangan kaki
praise	puji
langit	langit-langit
tread	menjejaki
investigate	menyelidiki
visit	mengunjungi
interpret	mengartikan
interpret	menafsirkan
tread	menapaki
finish	merampungkan
finish	menyelesaikan
arrange	membereskan
say	mengucapkan
spread	menyebarluaskan
tread	memijak
tread	menginjak
stack	menyusun
arrange	mengarang
middle	pertengahan
fiance	tunang
pick	memetik
before	dahulu
soon	segera
take	ambil
saving	penyimpan
saver	penyimpanan
throne	singgasana
Varuna	Baruna
Varuna	Waruna
love	asmara
understand	grahita
immortal	amerta
able	sakti
persecution	aniaya
award	anugerah
ship	bahtera
vessel	bejana
opal	baiduri
reverence	bakti
isolect	isolek
erase	basmi
dictionary	bausastra
wide	belantara
prescriptivism	preskriptivisme
genealogy	asal usul
directly	langsung
last	berlangsung
old	berida
old	wreda
forward	melangsungkan
explain	menjelaskan
rule	peraturan
competition	persaingan
submerge	tenggelam
immerse	menenggelamkan
immersing	penenggelaman
act	pelaku
do	melakukan
interest	berminat
interested	meminati
enthusiast	peminat
ancient time	purbakala
retiring	purnabakti
full-time	purnawaktu
secret	berahasia
confidentiality	kerahasiaan
perish	binasa
non-commissioned officer	bintara
royal guard	bayangkara
patrolman	bhayangkara
secret	merahasiakan
difference	berbeda
different	berbeda-beda
differentiate	membedakan
oneself	sendiri
negligence	gaflat
writing board	papan tulis
respect	menghormat
host	tuan rumah
need	memerlukan
reliable	tepercaya
necessarily	perlu
absolute	mutlak
absoluteness	kemutlakan
schedule	berjadwal
schedule	menjadwalkan
separate	memisahkan
toothbrush	sikat gigi
break	memecahkan
decide	memutuskan
satisfy	memuaskan
narrow	sempit
narrowness	kesempitan
straight	lurus
smooth	halus
smoothness	kehalusan
intelligent	budiman
priest	bujangga
proof	bukti
cloth	busana
earth	butala
bark	pepagan
quantity	kebanyakan
increase	membanyak
do together	membanyaki
age	berumur
cite	nukil
quote	menukil
quotation mark	tanda petik
quotation mark	tanda kutip
pot	panci
boil	merebus
passenger	penumpang
airport	bandara
drive	mengendarai
driver	pengendara
steering	kemudi
steering	berkemudi
reach	bermusim
deserved	mustahak
bank	tepi
although	kendati
let alone	jangankan
as a result	alhasil
equal	bagai
coffin	keranda
mal-	mala-
problem	perkara
malversation	malversatie
talk	bahas
patience	kesabaran
childish	kekanak-kanakan
in order	tertib
tablecloth	seperah
union	serikat
transliteration	alih aksara
translation	alih bahasa
random	acak
misfortune	terlunta-lunta
discus	cakram
you	panjenengan
tidiness	ketertiban
strangeness	keanehan
find odd	menganehkan
agreeableness	kenikmatan
enjoyer	penikmat
ungenerosity	kepelitan
stingy	bakhil
cheapness	kemurahan
cheaper	mempermurah
cheap	memurah
cheap	memurahkan
how	bagaimana
how	seberapa
outlook	cakrawala
government	cakrawati
palace	prasada
throne	persada
bad	cendala
wretched	celaka
yellow	cempaka
scholarly	cendekia
congenital defect	cenangga
magical sword	cenderasa
bird of paradise	cenderawasih
chit-chat	cengkerama
container	cerana
ability	cipta
kris	curiga
doubt	sangsi
sanction	sanksi
curd	dadih
giant	daitia
suffering	derita
tell story	bercerita
tell	menceritai
course	kursus
invincible	digdaya
rupiah	Rp
thirst	kehausan
mask	kedok
elderly person	lansia
chauffeur	supir
Armenia	Armeni
snail	keong
he	baginda
disappointed	kecewa
sexual orientation	orientasi seksual
rosewater	air mawar
one-night stand	cinta satu malam
pride	kebanggaan
speaker	penutur
speech	tutur
cumin	jintan
donation	donasi
beginning	pendahuluan
creature	makhluk
country	amane
watermelon	tembikai
hopeless	putus asa
hopelessness	keputusasaan
separate	pisah
misconstrue	salah paham
misunderstanding	kesalahpahaman
mistake	bersalah
different	bersalahan
deem false	mempersalah
barefoot	telanjang kaki
barefooted	bertelanjang kaki
traject	lintas
reasonable	lintas akal
crossing place	lintasan
contribute	bersumbangsih
holiday	liburan
when	ketika
love	bercinta
street	jalanan
cul-de-sac	kuldesak
religious obligation	lawazim
throat	lekum
throat	tenggorok
amulet	tamimah
unambiguous	awataksa
unambiguity	keawataksaan
losing color	awawarna
put	menaruh
dan sebagainya	dsb.
fate	nasib
affliction	penderitaan
I	ogut
you	mbak
alphabetical	abjadiah
alphabetical	alfabetis
Frenchman	didong
you	sampeyan
you	coen
alliance	aliansi
wear	pakai
wear	memakai
stick	nempel
down payment	uang muka
death	kematian
tenacious	kukuh
spill	tumpah
stand	berdiri
shout	berseru
everything	semuanya
sea	melaut
stretchy	mulur
existence	adanya
route	trayek
before	sebelum
something	sesuatu
pawn	bidak
gate	gapura
apply	berlaku
stop	berhenti
meet	bertemu
ubah	berubah
compete	bersaing
visit	berkunjung
work	bekerja
flower	berkembang
assemble	berkumpul
dark	gelita
think	berpikir
hope	berharap
play	bermain
blessing	rahmat
agarwood	gaharu
silver	galuh
age	usia
advanced age	usia lanjut
shade	menaungi
permanent	kekal
lead	memimpin
save	selamatkan
lively	menggempita
king title	prabu
tired	gulana
rhythm	irama
open	membuka
make	membuat
push	mendorong
become	menjadi
sell	menjual
try	mencoba
order	memesan
close	menutup
reject	menolak
infatuation	gebetan
someone	seseorang
discover	mengetahui
accidentally sleep	ketiduran
sleep	meniduri
cause	menidurkan
sleepyhead	penidur
sleep	tertidur
homeland	tanah air
merchandise	mendagangkan
me	diriku
together	berduaan
both	berdua
yourself	dirimu
seller	penjual
scientist	ilmuwan
mutiny	pemberontakan
attachment	lampiran
experience	pengalaman
textbook	buku pelajaran
librarian	pustakawan
incarnation	jelma
machinery	jentera
initiative	karsa
blessing	karunia
activism	aktivisme
action	krida
sad	nestapa
flower	kusuma
auspicious sign	laksana
zat arang	zat arang
punish	menghukum
punish	menghukumkan
punisher	penghukum
ku	penghukuman
punished	terhukum
fountain	mancur
central bank	Bank Indonesia
slope	kemiringan
acceleration	percepatan
firewood	kayu api
power	kuasa
jackfruit flower	angkop
deny	pungkir
imagine	bayangkan
two-faced	bermuka dua
obtain	memperoleh
two hundred	nopek
pretext	dalih
big	gede
smear	semir
headteacher	kepala sekolah
police agent	hopagen
district court	landrad
archbishop	uskup agung
engagement	kontak
Goofy	Gufi
autonomy	swatantra
big building	loji
archipelago	kepulauan
indifferent	bingar
area	kawasan
special	khusus
row	lajur
penumpang	menurunkan
sign	rambu
cage	kurung
free	awahama
community	warganet
tumbuhan air	tumbuhan air
coca	daun koka
carpel	daun buah
straight	melurus
absolution	absolusi
asceticism	askese
devotion	devosi
Eucharist	ekaristi
brand	merek
rainy cloud	mendung
encyclical	ensiklik
episcopal	episkopal
canonical	kanonis
pulasan	pulasan
lingua franca	basantara
sitcom	sinetron
sincere	ikhlas
glide	luncur
launch	meluncurkan
confiscate	menyita
pharaoh	firaun
Abel	Habil
iconic	ikonik
iconic	ikonis
suburban	janapada
caliphate	khilafah
confetti	konfeti
bearing	laher
negotiation	negoisasi
camera	tustel
binoculars	keker
police	reksa
lamentation	wilapa
resuscitation	resusitasi
resuscitation	reanimasi
drama queen	ratu drama
limited partnership	persekutuan komanditer
cooperation	koperasi
visit	besuk
position	posisi
disposition	disposisi
effect	efek
rook	benteng
electric	elektris
electrical	setrum
waterfall	air terjun
coriander	ketumbar
cilantro	daun ketumbar
passport photo	pasfoto
boric acid solution	boorwater
civil code	burgerlijk wetboek
head office	hopbiro
inherited	legaat
shortage	tekor
crucial	krusial
deacon	diakones
capital city	ibu kota
yardlong bean	kacang panjang
swan	soang
activist	aktivis
activity	aktivitas
threat	ancaman
autocracy	autokrasi
teaching certificate	akta mengajar
Islamic modern senior high school	aliah
assessment	asesmen
connection	koneksi
Prakrit	Prakerta
localizing	lokalisasi
filter	penapis
filtrate	tapisan
filter	menapis
mouth	muara
certificate	sijil
bachelor's degree	sarjana
drive-thru	lantatur
associate's degree	sarjana muda
postgraduate	pascasarjana
prosecute	menganiaya
prosecute	menganiayai
person	penganiaya
event	penganiayaan
event	teraniaya
nurse	ners
position	mantri
gurney	brankar
towel	handuk
banner	spanduk
sound	sehat
parliament	parlemen
senior high school	sekolah ambah
handcraft	ambah
paleobotany	paleobotani
fountain pen	pulpen
ballpoint pen	bolpoin
pencil	potlot
geography	ilmu bumi
anatomy	ilmu urai
anatomy	ilmu tasrih
dissect	tasrih
geometry	ilmu ukur
chemistry	ilmu pisah
perpendicular	tegak lurus
algebra	aljabar
biology	ilmu hayat
aggressive	agresif
acrobatic	akrobatis
actinometer	aktinometer
accountant	akuntan
application	amprah
syringe	sepuit
patent	oktroi
furlough	perlop
service sink	spoelhoek
madly	kasmaran
move	ateret
hemorrhoid	ambeien
hemorrhoid	bawasir
blood clot	stolsel
double	dobel
township	geminte
fuel	bahan bakar
hoax	hoaks
money	fulus
champion	kampiun
commission	kamsen
curly	kerul
discount	potongan harga
collapse	kolaps
consumption	konsumsi
electrical socket	stopkontak
mannequin	maneken
migraine	migrain
miscarriage	miskram
freedom	kemerdekaan
decision	beslit
blood pressure	bludrek
Tomb Sweeping Day	cengbeng
dealer	cengkau
prison guard	sipir
misfortune	cialat
grass jelly	cincau
wireless	nirkabel
a-	nir-
useless	nirguna
nonprofit	nirlaba
common cold	pilek
throw	lempar
hold	pegang
unwritten	nirleka
most beautiful	adipura
boulevard	adimarga
fun	menyenangkan
kindergarten	taman kanak-kanak
kindergarten	raudatul athfal
elementary school	madrasah ibtidaiah
as	sebagai
happen	terjadi
around	sekitar
after	setelah
called	disebut
call	sebut
through	melalui
portion	bagian
come on	kuy
bell	stoples
glass jar	setolop
central bank	bank sentral
guarantee	garansi
shipowner	nakhoda
fuse	sekring
rent	indekos
announcement	maklumat
explanation	informasi
communication	komunikasi
be angry	memarahi
sit	menduduki
encircle	mengelilingi
pediatrician	dokter anak
general practitioner	dokter umum
surgeon	dokter bedah
psychiatrist	dokter jiwa
psychiatrist	psikiater
ophthalmologist	dokter mata
pass away	wafat
Hebrew	Ibrani
piggy bank	celengan
waterfree	awaair
bicycle	kereta angin
hundredweight	kuintal
sticky	lengket
nervous	gugup
sun	baskara
soldier	serdadu
stoichiometry	stoikiometri
drum	tromol
drum brake	rem tromol
vehicle	wahana
comet	bintang berekor
rattan ball	takraw
mobile phone	telepon genggam
mobile phone	telepon seluler
receipt	kuitansi
collaboration	kerja sama
collaboration	kolaborasi
collaborator	kolaborator
vocabulary	kosakata
vocabulary	perbendaharaan kata
year	warsa
leap year	tahun kabisat
leap year	kabisat
holy book	kitab suci
Qur'an	Alquran
criminal code	kitab undang-undang hukum pidana
tyranny	istibdad
daily wage	rezeki
testimonial	syahadat
China	tongsan
return	pulang tongsan
how	ancoa
rickshaw	angkong
braised	angsio
no profit	bocuan
reasonable	cengli
easygoing	cincai
treat	traktir
palpate pulse	membongmeh
foreign country	mancanegara
trainer	widyaiswara
flower tub	blumbak
court	majelis
customs	duane
assumption	asumsi
hydrogen	zat air
friend	sohib
detention center	rumah tahanan
fall	pailit
hero	perwira
truck	prahoto
township	haminte
look after	kawal
lively	gegap gempita
superhero	adiwira
amorous fire	asmaradahana
army	senaya
body	klasis
cashew	gajus
series	siklus
missionary position	misionaris
♋	Kanser
northeast	timur laut
northwest	barat laut
southwest	barat daya
seaman	kelasi
royal	tajuk
pancake	panekuk
tofu	perkedel
both	amfi-
resident permit	kitas
anus	dubur
misfortune	kemalangan
bad luck	ketidakberuntungan
fragment	pecahan
five thousand	goceng
fifty	gocap
homosexual	sekong
male person	lekong
waria	bencong
ferocity	keganasan
upset	emosi
ready-to-wear clothing	konfeksi
Glycine max	kedelai
room	maligai
hati	hatimu
hati	hatiku
hati	hatinya
careful	hati-hati
jawaban	jawabannya
keadaan	keadaannya
memaafkan	maafkan
memaafkan	maafkanlah
dimaafkan	memaafkan
memaafkan	kaumaafkan
memaafkan	dimaafkan
memaafkan	kumaafkan
five hundred	gopek
drink	minang
volunteer	sukarelawan
authority	instansi
adult	dewasa
survey	angket
change	perubahan
permanent	permanen
potency	potensi
training	latihan
result	akibat
defence	pertahanan
reside	menetap
building	pembangunan
dozen	losin
Islamic boarding school	pesantren
partnership	persekutuan
verbal agreement	asprak
chauvinism	sauvinisme
dry cough	batuk kering
palace	astana
Indonesia	PSSI
burnt	gosong
protocollary	protokoler
Bixa orellana	kesumba
square metre	meter persegi
calligraphy brush	mopit
artichoke	articok
edible seed	kuaci
fermented bean paste	taoco
lockdown	karantina wilayah
termite	anai-anai
Eurasian	anyelir
initial	paraf
frugal	jimat
Islamic teaching	pengajian
investigation	pengkajian
high school	sekolah lanjutan
senior high school	sekolah menengah tinggi
box	kotak
institution	lembaga
official	Kerajaan Bersatu Britania Raya dan Irlandia Utara
film director	direktur
ratio	nisbah
structure	panggung
example	teladan
pick	petik
expenditure	belanja
calm	tenang
pen	kandang
military operation area	daerah operasi militer
narkotika	narkoba
person	orang besar
incident	kejadian
treaty	konvensi
kejadian luar biasa	KLB
stereotype	klise
apparatus	aparatur
director	regisur
doorman	portir
law enforcement account	perbal
mortar shell	mortir
fragile	rapuh
arachnid	tungau
machine	masinis
spool	kelos
file system	kartotek
superpower	adidaya
superpower	adikuasa
make	menjadikan
crash	melanggar
dwell	berumah
violator	pelanggar
violation	pelanggaran
input	masukan
broad bean	kacang parang
spinach	bayam
Luffa acutangula	oyong
group	kelompok
side	pihak
side	samping
field	bidang
serviette	serbet
rhizome	rimpang
last will	testamen
Malaysian	Malingsial
pipe	leding
recover	sembuh
cultural village chief	bendesa
error	galat
squad leader	pratama
pembelajaran tatap muka	PTM
plot	kaveling
checkmate	sekakmat
derivation	derivatif
domicile	domisili
transport	ekspedisi
program	eksploit
investigation	investigasi
catalyst	katalis
codification	kodifikasi
lust	syahwat
classical language	bahasa klasik
unlicensed	togel
intuition	intuisi
gang	Gg.
creative	kreatif
dumb	bisu
database	pangkalan data
self-reliance	swadaya
EEZ	ZEE
monologue	swacakap
empire	kemaharajaan
generic	generik
initialization	inisialisasi
dry	angai
preschool	prasekolah
prehistory	prasejarah
tasbih	subhanallah
tasbih	tasbih
edge	pinggir
sad	rayu
hug	memeluk
tuition fees	uang pangkal
profession	mantri pengairan
feedback	umpan balik
debug	awakutu
debugging	pengawakutuan
ability to pay	kemampuan membayar
velocity	akselerasi
end	tamat
sophisticated	canggih
delicious	perisa
incumbent	petahana
replacement	pengganti
replace	menggantikan
add	menambah
arrest	penangkapan
East Turkestan	Turkistan Timur
shit	anjay
anger	perdom
reject disapprovingly	tolak mentah-mentah
insecticide	obat nyamuk
spare tyre	ban serep
inner power	tenaga dalam
droplet	butiran ludah
glossary	glosarium
guava	jambu biji
stink bean	jengkol
interview	wawancara
thorough	saksama
itchy	gatal
tied up	diikat
tie	mengikat
deceive	menipu
raise	menghidupi
incinerate	mengaben
how are you	apa cerita
snatch	nyendok
hole	menggali
die	berpulang
dan lain-lain	dll.
dan seterusnya	dst.
dan kawan-kawan	dkk.
faksimile	faks.
gang	gg.
hajah	Hj.
halaman	hlm.
kiai haji	K.H.
kabupaten	kab.
kecamatan	kec.
kelurahan	kel.
keputusan	kep.
kampung	kp.
lampiran	lamp.
pajak pendapatan	PPn.
pejabat sementara	pjs.
telepon	telp.
yang terhormat	Yth.
yang terhormat	yth.
yang bersangkutan	ybs.
split	patungan
phantosmia	fantosmia
naval base	pangkalan angkatan laut
combat unit	satuan tempur
combat vehicle	kendaraan tempur
budget	anggaran belanja
crew	anak buah kapal
field artillery	artileri medan
coordinating	rapat koordinasi
motor vehicle	kendaraan bermotor
task force	satuan tugas
handsome	kece
abaca	serat abaka
dentistry	kedokteran gigi
Eid al-Fitr	Idul Fitri
Eid al-Fitr	Idulfitri
ke sana	ksn
collect	ramban
pay	bayar
pay	membayar
weeping fig	beringin
cajuput	kayu putih
nobleman	bangsawan
historian	sejarawan
athlete	olahragawan
physicist	fisikawan
philanthropist	dermawan
graduate	wisudawan
monk	biarawan
self-supporting	swasembada
West Kalimantan	Kalimantan Barat
East Kalimantan	Kalimantan Timur
South Kalimantan	Kalimantan Selatan
North Kalimantan	Kalimantan Utara
Central Kalimantan	Kalimantan Tengah
state budget	anggaran pendapatan dan belanja negara
regency	Adikarta
vote	pemungutan suara
attempt	upaya
shape	bahan
link	tautan
swindle	penipu
junglefowl	ayam hutan
watch	menjaga
accuracy	akurasi
sekon	sekon
conscious	sadar
whip scorpion	ketonggeng
arachnid	caplak
parasitic	pinjal
rice	anggi
confiscation	penyitaan
confiscation	pembeslahan
release	pelepasan
stamp duty	bea materai
superstar	adibintang
haute couture	adibusana
masterpiece	adikarya
supernatural	adikodrati
prestige	gengsi
superconductor	adipenghantar
hamlet	rukun warga
neighborhood youth association	karang taruna
turn down	meredupkan
mother	induk
Wikipedian	Wikipediawan
rice ball	nasi kepal
hashtag	tagar
contributor	narablog
criminal act	tindak pidana
timeline	linimasa
small pond	abek
peninsula	jazirah
arrondissement	arondisemen
short story writer	cerpenis
scouting	kepanduan
adverb	kata keterangan
adverbial clause	kalimat keterangan
adverbial phrase	frasa keterangan
waria	wadam
civil society	masyarakat madani
SIM card	kartu SIM
ethical code	busyido
methamphetamine	sabu-sabu
business card	kartu nama
marker	penanda
cervical cancer	kanker serviks
present tense	kala kini
future tense	kala akan datang
mutual fund	reksa dana
endowment fund	dana abadi
informal system	hawalah
murabaha	murabahah
Chinese cabbage	sawi putih
Chinese cabbage	pakcoy
bok choy	sawi hijau
Brassica rapa subsp. narinosa	sawi pagoda
waiter	pramusaji
roomboy	pramukamar
doorman	pramupintu
hostess	pramuria
babysitter	pramusiwi
guide	pramuwisata
receptionist	pramutamu
master of ceremonies	pramuacara
porter	pramuantar
porter	pramubarang
babysitter	pramubayi
busboy	pramudapur
busboy	pramumeja
golf caddy	pramugolf
barboy	pramubar
babysitter	pramubalita
office boy	pramukantor
salesperson	pramuniaga
bell captain	pramutama
imitator	peniru
neuroscience	ilmu saraf
study	ilmu hadis
no parking	dilarang parkir
speaker	saya butuh pemandu
I'm lost	saya tersesat
please turn left	tolong belok kiri
please turn right	tolong belok kanan
credit card	kartu kredit
testator	pewaris
budge	bergeming
premarriage	pranikah
prewedding	prapernikahan
holder	pemegang
broiler	ayam negeri
explosion	eksplosi
chemist	kimiawan
mathematician	matematikawan
tweet	mencuit
structure	gedung
accused	tergugat
accuser	penggugat
eyewitness	saksi mata
testimony	kesaksian
latest	terkini
stage	kelab
camouflage	penyamaran
excavation	penggalian
sensation	perasaan
excess	kelebihan
arrival	kedatangan
conflagration	kebakaran
herald	abantara
crash	hancur
authentic	autentik
betonisasi	-isasi
mushy	bonyok
ability	kemampuan
play	main bareng
wriggler	jentik-jentik
excess	ketinggalan
vehicle	kendaraan
market	pajak
reside	meninggali
shopping	belanjaan
civilization	peradaban
scaredy-cat	penakut
spirit	arwah
legal person	badan hukum
wife	beristri
legal norm	kaidah hukum
judiciary reality	kenyataan hukum
on behalf of	atas nama
legal standing	kedudukan hukum
ex post facto	berlaku surut
null and void	batal demi hukum
document	surat kuasa
steal	bajing loncat
biblical	alkitabiah
laugh	mengakak
tea	teh tawar
actual	aktual
actualization	aktualisasi
spell	jampi
headache	pusing
capacity	kapasitas
although	meski
opening	pembukaan
careless	masa bodoh
careless	bodo amat
offering	persembahan
surface	permukaan
month	wulan
liar	pembohong
lie	bohong
throat	tenggorokan
import duty	bea masuk
epic	wiracarita
investigating	penyidikan
investigating	penyelidikan
adjudicate	mengadili
orchid	anggrek
navy	angkatan laut
armed forces	angkatan perang
armed forces	angkatan bersenjata
hide	umpet
flowerhorn cichlid	louhan
washing machine	mesin cuci
call shop	warung telekomunikasi
robbery	perampokan
rob	perampok
conference	sarasehan
albino	bulai
biggest	terbesar
formation	stratifikasi
spend	bermalam
bride	mempelai
after	sesudah
afterwards	sesudahnya
conclusion	kesudahan
exaggerate	melebihkan
alone	sendirian
final	terakhir
end	berakhir
mouth	bermulut
health	kesehatan
beauty	kecantikan
large self-service store	pasar swalayan
hollow space	rongga
hollow	berongga
banishment	pembuangan
livelihood	nafkah
only	doang
precisely	justru
necessity	keharusan
sack	kantong
bovid	kerbau afrika
unemployment	pengangguran
poncho	ponco
elbow	sikut
polyvinyl chloride	paralon
eggs	panti benih
residential institution	panti derma
united	kompak
quartz	kuarsa asap
contact	narahubung
person	narasumber
royal employee	narapraja
king	narapati
man	nara-
contributor	naravlog
liaison officer	naradamping
massage parlor	panti pijat
place	panti pijat plus-plus
hand job	petik mangga
seduce	sepik-sepik iblis
agitation	agitasi
latrine	jamban
suck	isap
value added tax	pajak pertambahan nilai
value added	nilai tambah
journalist	wartawan
sovereign wealth fund	dana kekayaan berdaulat
surgical mask	masker bedah
left-handed	kidal
electromotive force	gaya gerak listrik
conduct	konduite
magnetomotive force	gaya gerak magnet
eat	memakan
ultraviolet	ultraungu
sama dengan	kuadrat
square	bujur sangkar
directly proportional	berbanding lurus
inversely proportional	berbanding terbalik
biological father	ayah biologis
Jesus	Yesus
Jesus Christ	Yesus Kristus
Jesus Christ	Isa Almasih
testing	pengujian
suspect	menersangkakan
chubby	semok
consummation	belah duren
child	bocil
Natal	Nataru
pointed	runcing
sane	waras
hate	membenci
rim	pelek
download	donlot
upload	aplot
Wi-Fi	waipi
YouTube	Yutup
below	ke bawah
small breast	tocil
breast	toket
firearm	bedil
steering device	setir
rehabilitation	reklasering
self-consistent	swapanggah
self-help	swausaha
self-conscious	swasadar
self-care	swarawat
automotive	swacala
autogenous	swacipta
autonym	swanama
self-discipline	swadisiplin
autoignition	swanyala
self-observation	swapantau
self-censorship	swasensor
autodidact	swasiswa
self-financing	swadana
autoignition	swasulut
medical treatment	medikasi
self-discipline	swawinaya
self-made	swayasa
self-study	swakaji
spontaneous	swakarsa
independent	swadiri
self-use	swaguna
self-respect	swaharga
self-edit	swasunting
self-publishing	swacetak
government	balai latihan kerja
court	panitera
retire	pensiun
correcting	koreksi
service	pelayanan
self-control	swakendali
self-contradiction	swakontradiksi
self-criticism	swakritik
self-checking	swaperiksa
self-checkout	swabayar
obligation	swadarma
self-thinking	swapikir
self-test	swauji
self-love	swacinta
wayang	adegan
self-educated	swadidik
self-trained	swalatih
self-propelled	swadorong
garden	firdaus
self-selection	swapilih
warehouse sale	cuci gudang
public talk	ceramah
Islamic law	fakih
public	komunal
recreation	rekreasi
blast furnace	tanur tiup
civil law	hukum sipil
one thousand	ceceng
sputum	kahak
propeller	propeler
propeller	baling-baling
What city are you from	askot
vagina	colmek
kue	kue bingka
Swedish	bahasa Swedia
Esperanto	bahasa Esperanto
Islamic modern senior high school	madrasah aliah
Islamic modern junior high school	madrasah sanawiah
freedom	kebebasan
big book	buku besar
dry	kemarau
kedutaan besar Republik Indonesia	KBRI
PM	japri
political party	partai politik
down payment	persekot
homebreaker	pelakor
conduct	kondite
immortality	abadiah
immortality	abadiat
handsome man	cogan
third	kemantren
responsible	tanggung jawab
earthquake	gempa susulan
earthquake	gempa utama
mustard greens	sawi
horsepower	daya kuda
rock	fasies
conical volcano	stratovolkano
conical volcano	stratovulkano
lead	teras berita
Ogg	tokek
word	sandi kata
large self-service store	pasaraya
potassium nitrate	sendawa
sidewalk	kaki lima
illicit market	pasar gelap
delegate	utusan rakyat
forethought	asbun
ku	bahasa standar
impression	kesan
syphilis	raja singa
chauvinist	sauvinis
pakar-pakar	pakar
character speaking	senandika
cunnilingus	jilmek
deep bow	seikeirei
masturbate	colikiawan
centroid	titik berat
centre of mass	pusat massa
thanks	makasih
semester hours	Insinyur
menstruation	dapet
fail	mudarat
investment	penanaman modal
cryptocurrency	mata uang kripto
orthography	edjaan
composition	komposisi
potion	ramuan
senior high school	sekolah menengah teknologi
junior high school	sekolah lanjutan tingkat pertama
senior high school	sekolah lanjutan tingkat atas
senior high school	sekolah menengah umum atas
centre of gravity	pusat berat
night-blooming jasmine	pengantin
live bullet	peluru tajam
blank cartridge	peluru hampa
wood	rayap
brother	ngab
academic discipline	ranah
metadata	tanda pagar
offensive	pemain sayap
preface	mendahului
close	dekam
always	senantiasa
sensation	sensasi
entertainment	hiburan
volleyball	bola voli
saving	tabung
polygon	segitiga
rectangle	persegi panjang
cone	kerucut
parallelogram	jajar genjang
parallelogram	belah ketupat
breakfast	menyarap
worship	ibadah
worship	ibadat
niece	keponakan
niece	kemenakan
niece	ponakan
come on	skuy
relax	woles
horny	engas
in my humble opinion	menurut hemat saya
germplasm	plasma nutfah
fraudulent	bodong
huge crowd	lautan manusia
funny	ucul
water	air hujan
hail	hujan es
dènah	denah
antèk	antek
hole	pejal
worship	sembah
dipelajari	mempelajari
penerimaan peserta didik baru	PPDB
sertifikat hasil ujian nasional	SHUN
salt	mantri garam
smallpox	mantri cacar
opium	mantri candu
opener	pembuka
special school	sekolah luar biasa
eraser	penghapus
windshield wiper	penghapus kaca
anchor bolt	baut angkur
integrated	terpadu
account receivable	piutang usaha
account payable	utang usaha
adjusting entry	ayat jurnal penyesuaian
bad debt	piutang tak tertagih
closing entry	jurnal penutup
current asset	aktiva lancar
income statement	laporan laba rugi
inspector	penera
heretical innovation	bidah
cooperation	gotong royong
